name,domain,pddl_num_predicates,pddl_num_action_schemas,pddl_has_derived_predicates,pddl_has_conditional_effects,pddl_has_negative_preconditions,pddl_precond_atoms_min,pddl_precond_atoms_mean,pddl_precond_atoms_max,pddl_add_eff_min,pddl_add_eff_mean,pddl_add_eff_max,pddl_del_eff_min,pddl_del_eff_mean,pddl_del_eff_max,pddl_num_objects,pddl_num_object_types,pddl_objects_by_type_total,pddl_objects_by_type_min,pddl_objects_by_type_max,pddl_objects_by_type_mean,pddl_objects_by_type_std,pddl_objects_by_type_entropy,pddl_objects_by_type_gini,pddl_objects_by_type_top1_frac,pddl_objects_by_type_top2_frac,pddl_objects_by_type_top3_frac,pddl_init_atoms,pddl_goal_atoms,fd_translate_seconds,fd_sas_num_vars,fd_sas_var_domain_min,fd_sas_var_domain_mean,fd_sas_var_domain_max,fd_sas_total_facts_proxy,fd_sas_num_operators,fd_sas_op_prevail_min,fd_sas_op_prevail_mean,fd_sas_op_prevail_max,fd_sas_op_effects_min,fd_sas_op_effects_mean,fd_sas_op_effects_max,fd_sas_num_mutex_groups,fd_sas_mutex_size_min,fd_sas_mutex_size_mean,fd_sas_mutex_size_max,fd_sas_num_axioms,sas_sas_domain_std,sas_sas_domain_median,sas_sas_domain_p25,sas_sas_domain_p75,sas_sas_domain_entropy,sas_op_prevail_std,sas_op_prevail_median,sas_op_effects_std,sas_op_effects_median,sas_op_mean_affected_vars,sas_op_mean_condition_vars,sas_op_affected_vars_fraction,sas_op_condition_vars_fraction,sas_op_mean_cond_to_eff_ratio,sas_cg_num_edges,sas_cg_edge_density,sas_cg_avg_out_degree,sas_cg_max_out_degree,sas_cg_avg_in_degree,sas_cg_max_in_degree,sas_cg_num_sources,sas_cg_num_sinks,sas_cg_num_isolated,sas_dtg_trans_min,sas_dtg_trans_mean,sas_dtg_trans_max,sas_dtg_trans_std,sas_dtg_trans_median,heur_probe_seconds,heur_h_ff_init,heur_h_add_init,heur_h_max_init,heur_helpful_actions_proxy,heur_relaxed_plan_length,heur_goal_count,heur_del_init_effect_fraction,heur_del_init_op_fraction,heur_del_init_effects_mean,heur_del_init_effects_max,lm_probe_seconds,lm_lm_num_landmarks,lm_lm_num_orderings_total,lm_lm_num_reasonable_orders,lm_lm_num_necessary_orders,lm_lm_num_greedy_necessary_orders,lm_lm_num_conjunctive_landmarks,lm_lm_num_disjunctive_landmarks,lm_goal_count,lm_landmarks_per_goal,lm_orderings_per_landmark
seq-p03-005.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,24,3,24,2,20,8.0,8.48528137423857,0.5660857389596289,0.5,0.8333333333333334,0.9166666666666666,1.0,86,16,0.4132112560037058,24,2,5.166666666666667,20,124,256,0,1.0,2,1,1.96875,3,40,3,4.0,5,0,4.506168611531925,4.0,4.0,4.0,2.9371732707907885,1.0,1.0,0.9995115994824673,1.0,1.96875,1.0,1.0,0.16666666666666666,0.9999999989999999,80,0.14492753623188406,3.3333333333333335,20,3.3333333333333335,4,4,20,0,2.0,21.0,62.0,13.79613472438325,20.0,4.046487327999785,27.0,42.0,7.0,132,27,16,0.4583333333333333,0.875,0.90234375,2.0,30.04499283699988,42,33,2,0,31,0,6,16,2.625,0.7857142857142857
seq-p03-006.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,24,3,24,2,20,8.0,8.48528137423857,0.5660857389596289,0.5,0.8333333333333334,0.9166666666666666,1.0,86,16,0.41447649499605177,24,2,5.166666666666667,20,124,256,0,1.0,2,1,1.96875,3,40,3,4.0,5,0,4.506168611531925,4.0,4.0,4.0,2.9371732707907885,1.0,1.0,0.9995115994824673,1.0,1.96875,1.0,1.0,0.16666666666666666,0.9999999989999999,80,0.14492753623188406,3.3333333333333335,20,3.3333333333333335,4,4,20,0,2.0,21.0,62.0,13.79613472438325,20.0,1.6544814410008257,28.0,50.0,7.0,131,28,16,0.46825396825396826,0.8984375,0.921875,2.0,30.043087505000585,43,35,2,0,33,0,7,16,2.6875,0.813953488372093
seq-p04-007.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,28,3,28,2,24,9.333333333333334,10.370899457402697,0.509137344082687,0.523809523809524,0.8571428571428571,0.9285714285714286,1.0,104,20,0.4051213659986388,28,2,5.285714285714286,24,148,316,0,1.0126582278481013,2,1,1.9620253164556962,3,48,3,4.0,5,0,5.215753218151052,4.0,4.0,4.0,3.048540440989827,0.9999198814243797,2.0,0.9992787015691418,1.0,1.9620253164556962,1.0126582278481013,1.0,0.14285714285714285,1.012658226835443,96,0.12698412698412698,3.4285714285714284,24,3.4285714285714284,4,4,24,0,2.0,22.142857142857142,76.0,16.07952177174941,20.0,18.463491416005127,36.0,60.0,7.0,160,36,20,0.4693548387096774,0.8987341772151899,0.9208860759493671,2.0,30.028053972004273,55,42,2,0,40,0,11,20,2.75,0.7636363636363637
seq-p04-008.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,28,3,28,2,24,9.333333333333334,10.370899457402697,0.509137344082687,0.523809523809524,0.8571428571428571,0.9285714285714286,1.0,104,20,0.4558820000020205,28,2,5.285714285714286,24,148,316,0,1.0126582278481013,2,1,1.9620253164556962,3,48,3,4.0,5,0,5.215753218151052,4.0,4.0,4.0,3.048540440989827,0.9999198814243797,2.0,0.9992787015691418,1.0,1.9620253164556962,1.0126582278481013,1.0,0.14285714285714285,1.012658226835443,96,0.12698412698412698,3.4285714285714284,24,3.4285714285714284,4,4,24,0,2.0,22.142857142857142,76.0,16.07952177174941,20.0,2.3639811530010775,35.0,51.0,7.0,160,35,20,0.46774193548387094,0.8924050632911392,0.9177215189873418,2.0,30.043680704002327,54,41,2,0,39,0,10,20,2.7,0.7592592592592593
seq-p05-009.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,32,3,32,2,28,10.666666666666666,12.256517540566826,0.46341355882643,0.5416666666666667,0.875,0.9375,1.0,122,24,0.5905569739989005,32,2,5.375,28,172,376,0,1.0212765957446808,2,1,1.9574468085106382,3,56,3,4.0,5,0,5.861687043846677,4.0,4.0,4.0,3.1437676759821573,0.9997736276145303,2.0,0.999094202712672,1.0,1.9574468085106382,1.0212765957446808,1.0,0.125,1.0212765947234042,112,0.11290322580645161,3.5,28,3.5,4,4,28,0,2.0,23.0,90.0,18.23458252881047,20.0,30.047847791000095,41.0,72.0,7.0,188,41,24,0.47554347826086957,0.9095744680851063,0.9308510638297872,2.0,30.051791220997984,66,49,2,0,47,0,14,24,2.75,0.7424242424242424
seq-p05-010.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,32,3,32,2,28,10.666666666666666,12.256517540566826,0.46341355882643,0.5416666666666667,0.875,0.9375,1.0,122,24,0.5087601610066486,32,2,5.375,28,172,376,0,1.0212765957446808,2,1,1.9574468085106382,3,56,3,4.0,5,0,5.861687043846677,4.0,4.0,4.0,3.1437676759821573,0.9997736276145303,2.0,0.999094202712672,1.0,1.9574468085106382,1.0212765957446808,1.0,0.125,1.0212765947234042,112,0.11290322580645161,3.5,28,3.5,4,4,28,0,2.0,23.0,90.0,18.23458252881047,20.0,30.05119822100096,44.0,75.0,7.0,188,44,24,0.47690217391304346,0.9148936170212766,0.9335106382978723,2.0,30.04574887299532,66,49,2,0,47,0,14,24,2.75,0.7424242424242424
seq-p06-011.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,34,3,34,2,30,11.333333333333334,13.199326582148887,0.4437572842601484,0.5490196078431373,0.8823529411764706,0.9411764705882353,1.0,132,25,0.5744205130031332,34,2,5.411764705882353,30,184,400,0,1.0,2,1,1.98,3,60,3,4.0,5,0,6.164975297211248,4.0,4.0,4.0,3.1866762197687057,1.0,1.0,0.999799979995999,1.0,1.98,1.0,1.0,0.11764705882352941,0.9999999989999999,120,0.10695187165775401,3.5294117647058822,30,3.5294117647058822,4,4,30,0,2.0,23.294117647058822,98.0,19.547121665297013,20.0,30.051904123996792,43.0,80.0,7.0,203,43,25,0.47853535353535354,0.93,0.9475,2.0,30.049117436996312,68,52,2,0,50,0,14,25,2.72,0.7647058823529411
seq-p06-012.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,34,3,34,2,30,11.333333333333334,13.199326582148887,0.4437572842601484,0.5490196078431373,0.8823529411764706,0.9411764705882353,1.0,132,25,0.4161882839980535,34,2,5.411764705882353,30,184,400,0,1.0,2,1,1.98,3,60,3,4.0,5,0,6.164975297211248,4.0,4.0,4.0,3.1866762197687057,1.0,1.0,0.999799979995999,1.0,1.98,1.0,1.0,0.11764705882352941,0.9999999989999999,120,0.10695187165775401,3.5294117647058822,30,3.5294117647058822,4,4,30,0,2.0,23.294117647058822,98.0,19.547121665297013,20.0,30.039946286997292,51.0,82.0,11.0,203,51,25,0.47853535353535354,0.93,0.9475,2.0,30.04533660099696,65,47,1,0,46,0,13,25,2.6,0.7230769230769231
seq-p07-013.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,40,3,40,2,35,13.333333333333334,15.326085243430198,0.4608966196325939,0.55,0.875,0.95,1.0,156,30,0.567017784997006,41,2,6.121951219512195,35,251,714,0,1.0084033613445378,2,1,1.9747899159663866,3,70,4,5.0,6,0,8.130625998013418,4.0,4.0,4.0,3.2483547713755128,0.9999646911356986,2.0,0.9996821753252472,1.0,1.9747899159663866,1.0084033613445378,1.0,0.14634146341463414,1.0084033603361344,210,0.12804878048780488,5.121951219512195,35,5.121951219512195,6,6,35,0,2.0,34.390243902439025,116.0,24.73358341852226,30.0,30.027381674000935,53.0,81.0,7.0,360,53,30,0.46170212765957447,0.8949579831932774,0.9117647058823529,2.0,30.045167734999268,70,50,3,0,47,0,4,30,2.3333333333333335,0.7142857142857143
seq-p07-014.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,40,3,40,2,35,13.333333333333334,15.326085243430198,0.4608966196325939,0.55,0.875,0.95,1.0,156,30,0.53121235800063,41,2,6.121951219512195,35,251,714,0,1.0084033613445378,2,1,1.9747899159663866,3,70,4,5.0,6,0,8.130625998013418,4.0,4.0,4.0,3.2483547713755128,0.9999646911356986,2.0,0.9996821753252472,1.0,1.9747899159663866,1.0084033613445378,1.0,0.14634146341463414,1.0084033603361344,210,0.12804878048780488,5.121951219512195,35,5.121951219512195,6,6,35,0,2.0,34.390243902439025,116.0,24.73358341852226,30.0,30.051003082000534,53.0,86.0,9.0,359,53,30,0.46879432624113476,0.9117647058823529,0.9257703081232493,2.0,30.01836899999762,69,48,2,0,46,0,5,30,2.3,0.6956521739130435
seq-p08-015.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,47,3,47,2,42,15.666666666666666,18.624953392931992,0.4104825975605759,0.5673758865248228,0.8936170212765957,0.9574468085106383,1.0,189,36,0.5271742839977378,48,2,6.25,42,300,864,0,1.0,2,1,1.9861111111111112,3,84,4,5.0,6,0,9.243240773668076,4.0,4.0,4.0,3.3437734490908513,1.0,1.0,0.9999035447309066,1.0,1.9861111111111112,1.0,1.0,0.125,0.9999999989999999,252,0.11170212765957446,5.25,42,5.25,6,6,42,0,2.0,35.75,142.0,28.86065661068715,30.0,30.061132088994782,76.0,134.0,8.0,436,76,36,0.4772727272727273,0.9375,0.9479166666666666,2.0,30.03236732300138,82,56,2,0,54,0,6,36,2.2777777777777777,0.6829268292682927
seq-p08-016.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,47,3,47,2,42,15.666666666666666,18.624953392931992,0.4104825975605759,0.5673758865248228,0.8936170212765957,0.9574468085106383,1.0,189,36,0.48609565300284885,48,2,6.25,42,300,864,0,1.0,2,1,1.9861111111111112,3,84,4,5.0,6,0,9.243240773668076,4.0,4.0,4.0,3.3437734490908513,1.0,1.0,0.9999035447309066,1.0,1.9861111111111112,1.0,1.0,0.125,0.9999999989999999,252,0.11170212765957446,5.25,42,5.25,6,6,42,0,2.0,35.75,142.0,28.86065661068715,30.0,30.049869349997607,65.0,116.0,10.0,437,65,36,0.4726107226107226,0.9270833333333334,0.9386574074074074,2.0,30.053074957999343,82,56,2,0,54,0,6,36,2.2777777777777777,0.6829268292682927
seq-p09-017.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,53,3,53,2,48,17.666666666666668,21.452790546272116,0.37595644655772587,0.578616352201258,0.9056603773584906,0.9622641509433962,1.0,217,42,0.5806387870034087,54,2,6.333333333333333,48,342,1002,0,1.0059880239520957,2,1,1.9820359281437125,3,96,4,5.0,6,0,10.115993936995679,4.0,4.0,4.0,3.4144003686193765,0.9999820716238612,2.0,0.9998386330415234,1.0,1.9820359281437125,1.0059880239520957,1.0,0.1111111111111111,1.0059880229461078,288,0.10062893081761007,5.333333333333333,48,5.333333333333333,6,6,48,0,2.0,36.77777777777778,164.0,32.04953727444708,33.0,30.042154408001807,72.0,138.0,7.0,503,72,42,0.4768378650553877,0.936127744510978,0.9451097804391217,2.0,30.044294504004938,96,66,3,0,63,0,6,42,2.2857142857142856,0.6875
seq-p09-018.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,53,3,53,2,48,17.666666666666668,21.452790546272116,0.37595644655772587,0.578616352201258,0.9056603773584906,0.9622641509433962,1.0,217,42,0.5259398229973158,54,2,6.333333333333333,48,342,1002,0,1.0059880239520957,2,1,1.9820359281437125,3,96,4,5.0,6,0,10.115993936995679,4.0,4.0,4.0,3.4144003686193765,0.9999820716238612,2.0,0.9998386330415234,1.0,1.9820359281437125,1.0059880239520957,1.0,0.1111111111111111,1.0059880229461078,288,0.10062893081761007,5.333333333333333,48,5.333333333333333,6,6,48,0,2.0,36.77777777777778,164.0,32.04953727444708,33.0,30.031838069000514,73.0,120.0,7.0,504,73,42,0.472809667673716,0.9251497005988024,0.937125748502994,2.0,30.0446274959977,95,64,3,0,61,0,5,42,2.261904761904762,0.6736842105263158
seq-p10-019.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,61,3,61,2,56,20.333333333333332,25.223445883190152,0.33871278370949853,0.5901639344262295,0.9180327868852459,0.9672131147540983,1.0,255,49,0.7234132560042781,62,2,6.419354838709677,56,398,1176,0,1.0,2,1,1.989795918367347,3,112,4,5.0,6,0,11.188341263517492,4.0,4.0,4.0,3.496633150906563,1.0,1.0,0.9999479370037393,1.0,1.989795918367347,1.0,1.0,0.0967741935483871,0.9999999989999999,336,0.088841882601798,5.419354838709677,56,5.419354838709677,6,6,56,0,2.0,37.74193548387097,194.0,36.22062123577555,36.0,30.04021133400238,94.0,201.0,16.0,593,94,49,0.47991452991452993,0.9464285714285714,0.9549319727891157,2.0,30.039987314004975,109,71,2,0,69,0,7,49,2.2244897959183674,0.6513761467889908
seq-p10-020.pddl,floortile-sat11-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,61,3,61,2,56,20.333333333333332,25.223445883190152,0.33871278370949853,0.5901639344262295,0.9180327868852459,0.9672131147540983,1.0,255,49,0.5430471560030128,62,2,6.419354838709677,56,398,1176,0,1.0,2,1,1.989795918367347,3,112,4,5.0,6,0,11.188341263517492,4.0,4.0,4.0,3.496633150906563,1.0,1.0,0.9999479370037393,1.0,1.989795918367347,1.0,1.0,0.0967741935483871,0.9999999989999999,336,0.088841882601798,5.419354838709677,56,5.419354838709677,6,6,56,0,2.0,37.74193548387097,194.0,36.22062123577555,36.0,30.042610200005583,88.0,172.0,7.0,593,88,49,0.4790598290598291,0.9438775510204082,0.9532312925170068,2.0,30.037363353003457,108,69,2,0,67,0,6,49,2.204081632653061,0.6388888888888888
p01-4-3-2.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,19,3,19,2,15,6.333333333333333,6.128258770283413,0.6605788876520756,0.45614035087719307,0.7894736842105263,0.8947368421052632,1.0,63,12,0.5800297030000365,19,2,4.947368421052632,15,94,188,0,1.0212765957446808,2,1,1.9361702127659575,3,30,3,4.0,5,0,3.501483658627347,4.0,4.0,4.0,2.7646590756286673,0.9997736276145303,2.0,0.9979607999624318,1.0,1.9361702127659575,1.0212765957446808,1.0,0.21052631578947367,1.0212765947234042,60,0.17543859649122806,3.1578947368421053,15,3.1578947368421053,4,4,15,0,2.0,19.157894736842106,44.0,10.569385571419973,20.0,0.1305245429975912,22.0,31.0,7.0,95,22,12,0.46153846153846156,0.8617021276595744,0.8936170212765957,2.0,12.9748203679992,31,24,1,0,23,0,5,12,2.5833333333333335,0.7741935483870968
p01-5-4-2.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,28,3,28,2,24,9.333333333333334,10.370899457402697,0.509137344082687,0.523809523809524,0.8571428571428571,0.9285714285714286,1.0,104,20,0.42490659000031883,28,2,5.285714285714286,24,148,316,0,1.0126582278481013,2,1,1.9620253164556962,3,48,3,4.0,5,0,5.215753218151052,4.0,4.0,4.0,3.048540440989827,0.9999198814243797,2.0,0.9992787015691418,1.0,1.9620253164556962,1.0126582278481013,1.0,0.14285714285714285,1.012658226835443,96,0.12698412698412698,3.4285714285714284,24,3.4285714285714284,4,4,24,0,2.0,22.142857142857142,76.0,16.07952177174941,20.0,2.2988106140037416,40.0,64.0,8.0,159,40,20,0.4774193548387097,0.9177215189873418,0.9367088607594937,2.0,30.036896775003697,52,38,1,0,37,0,10,20,2.6,0.7307692307692307
p01-5-5-2.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,34,3,34,2,30,11.333333333333334,13.199326582148887,0.4437572842601484,0.5490196078431373,0.8823529411764706,0.9411764705882353,1.0,132,25,0.4379847870004596,34,2,5.411764705882353,30,184,400,0,1.0,2,1,1.98,3,60,3,4.0,5,0,6.164975297211248,4.0,4.0,4.0,3.1866762197687057,1.0,1.0,0.999799979995999,1.0,1.98,1.0,1.0,0.11764705882352941,0.9999999989999999,120,0.10695187165775401,3.5294117647058822,30,3.5294117647058822,4,4,30,0,2.0,23.294117647058822,98.0,19.547121665297013,20.0,30.02409389099921,48.0,84.0,7.0,202,48,25,0.48484848484848486,0.945,0.96,2.0,30.037355829997978,66,48,1,0,47,0,14,25,2.64,0.7272727272727273
p01-6-4-2.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,32,3,32,2,28,10.666666666666666,12.256517540566826,0.46341355882643,0.5416666666666667,0.875,0.9375,1.0,122,24,0.4313412219999009,32,2,5.375,28,172,376,0,1.0212765957446808,2,1,1.9574468085106382,3,56,3,4.0,5,0,5.861687043846677,4.0,4.0,4.0,3.1437676759821573,0.9997736276145303,2.0,0.999094202712672,1.0,1.9574468085106382,1.0212765957446808,1.0,0.125,1.0212765947234042,112,0.11290322580645161,3.5,28,3.5,4,4,28,0,2.0,23.0,90.0,18.23458252881047,20.0,30.039742144996126,42.0,76.0,7.0,188,42,24,0.47690217391304346,0.9148936170212766,0.9335106382978723,2.0,30.036607699999877,66,49,2,0,47,0,14,24,2.75,0.7424242424242424
p01-6-5-2.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,39,3,39,2,35,13.0,15.556349186104045,0.4017726493509475,0.5641025641025641,0.8974358974358975,0.9487179487179487,1.0,155,30,0.5236330760017154,39,2,5.487179487179487,35,214,476,0,1.0084033613445378,2,1,1.9747899159663866,3,70,3,4.0,5,0,6.875716447039686,4.0,4.0,4.0,3.2831341290796567,0.9999646911356986,2.0,0.9996821753252472,1.0,1.9747899159663866,1.0084033613445378,1.0,0.10256410256410256,1.0084033603361344,140,0.09446693657219973,3.58974358974359,35,3.58974358974359,4,4,35,0,2.0,24.102564102564102,116.0,22.081196167658327,20.0,30.046612257996458,52.0,102.0,7.0,239,52,30,0.48404255319148937,0.9411764705882353,0.9558823529411765,2.0,30.023337142993114,82,61,2,0,59,0,18,30,2.7333333333333334,0.7439024390243902
p01-6-5-3.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,40,3,40,2,35,13.333333333333334,15.326085243430198,0.4608966196325939,0.55,0.875,0.95,1.0,156,30,0.49474065899994457,41,2,6.121951219512195,35,251,714,0,1.0084033613445378,2,1,1.9747899159663866,3,70,4,5.0,6,0,8.130625998013418,4.0,4.0,4.0,3.2483547713755128,0.9999646911356986,2.0,0.9996821753252472,1.0,1.9747899159663866,1.0084033613445378,1.0,0.14634146341463414,1.0084033603361344,210,0.12804878048780488,5.121951219512195,35,5.121951219512195,6,6,35,0,2.0,34.390243902439025,116.0,24.73358341852226,30.0,30.0512188329958,54.0,82.0,7.0,360,54,30,0.4631205673758865,0.8991596638655462,0.9145658263305322,2.0,30.03757121599483,70,50,3,0,47,0,4,30,2.3333333333333335,0.7142857142857143
p02-5-4-2.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,28,3,28,2,24,9.333333333333334,10.370899457402697,0.509137344082687,0.523809523809524,0.8571428571428571,0.9285714285714286,1.0,104,20,0.4383726339947316,28,2,5.285714285714286,24,148,316,0,1.0126582278481013,2,1,1.9620253164556962,3,48,3,4.0,5,0,5.215753218151052,4.0,4.0,4.0,3.048540440989827,0.9999198814243797,2.0,0.9992787015691418,1.0,1.9620253164556962,1.0126582278481013,1.0,0.14285714285714285,1.012658226835443,96,0.12698412698412698,3.4285714285714284,24,3.4285714285714284,4,4,24,0,2.0,22.142857142857142,76.0,16.07952177174941,20.0,9.248434398003155,38.0,71.0,13.0,159,38,20,0.4774193548387097,0.9177215189873418,0.9367088607594937,2.0,30.041811546005192,53,39,1,0,38,0,11,20,2.65,0.7358490566037735
p02-6-4-2.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,32,3,32,2,28,10.666666666666666,12.256517540566826,0.46341355882643,0.5416666666666667,0.875,0.9375,1.0,122,24,0.44963899399590446,32,2,5.375,28,172,376,0,1.0212765957446808,2,1,1.9574468085106382,3,56,3,4.0,5,0,5.861687043846677,4.0,4.0,4.0,3.1437676759821573,0.9997736276145303,2.0,0.999094202712672,1.0,1.9574468085106382,1.0212765957446808,1.0,0.125,1.0212765947234042,112,0.11290322580645161,3.5,28,3.5,4,4,28,0,2.0,23.0,90.0,18.23458252881047,20.0,30.02332749099878,45.0,83.0,7.0,186,45,24,0.4904891304347826,0.9468085106382979,0.9601063829787234,2.0,30.043198001003475,64,46,1,0,45,0,14,24,2.6666666666666665,0.71875
p02-6-5-2.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,39,3,39,2,35,13.0,15.556349186104045,0.4017726493509475,0.5641025641025641,0.8974358974358975,0.9487179487179487,1.0,155,30,0.4577316420036368,39,2,5.487179487179487,35,214,476,0,1.0084033613445378,2,1,1.9747899159663866,3,70,3,4.0,5,0,6.875716447039686,4.0,4.0,4.0,3.2831341290796567,0.9999646911356986,2.0,0.9996821753252472,1.0,1.9747899159663866,1.0084033613445378,1.0,0.10256410256410256,1.0084033603361344,140,0.09446693657219973,3.58974358974359,35,3.58974358974359,4,4,35,0,2.0,24.102564102564102,116.0,22.081196167658327,20.0,30.04444674000115,56.0,117.0,15.0,240,56,30,0.4787234042553192,0.9285714285714286,0.9453781512605042,2.0,30.034446229001333,82,61,2,0,59,0,18,30,2.7333333333333334,0.7439024390243902
p02-6-5-3.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,40,3,40,2,35,13.333333333333334,15.326085243430198,0.4608966196325939,0.55,0.875,0.95,1.0,156,30,0.48978902700036997,41,2,6.121951219512195,35,251,714,0,1.0084033613445378,2,1,1.9747899159663866,3,70,4,5.0,6,0,8.130625998013418,4.0,4.0,4.0,3.2483547713755128,0.9999646911356986,2.0,0.9996821753252472,1.0,1.9747899159663866,1.0084033613445378,1.0,0.14634146341463414,1.0084033603361344,210,0.12804878048780488,5.121951219512195,35,5.121951219512195,6,6,35,0,2.0,34.390243902439025,116.0,24.73358341852226,30.0,30.049580491999222,57.0,95.0,7.0,359,57,30,0.46879432624113476,0.9117647058823529,0.9257703081232493,2.0,30.040061125000648,71,52,3,0,49,0,5,30,2.3666666666666667,0.7323943661971831
p03-6-4-2.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,32,3,32,2,28,10.666666666666666,12.256517540566826,0.46341355882643,0.5416666666666667,0.875,0.9375,1.0,122,24,0.4172210990000167,32,2,5.375,28,172,376,0,1.0212765957446808,2,1,1.9574468085106382,3,56,3,4.0,5,0,5.861687043846677,4.0,4.0,4.0,3.1437676759821573,0.9997736276145303,2.0,0.999094202712672,1.0,1.9574468085106382,1.0212765957446808,1.0,0.125,1.0212765947234042,112,0.11290322580645161,3.5,28,3.5,4,4,28,0,2.0,23.0,90.0,18.23458252881047,20.0,30.022177565995662,46.0,85.0,13.0,187,46,24,0.48233695652173914,0.925531914893617,0.9441489361702128,2.0,30.05598000199825,64,46,1,0,45,0,14,24,2.6666666666666665,0.71875
p03-6-5-2.pddl,floortile-sat14-strips,10,7,0,0,0,2,3.142857142857143,4,2,2.5714285714285716,3,1,1.5714285714285714,2,39,3,39,2,35,13.0,15.556349186104045,0.4017726493509475,0.5641025641025641,0.8974358974358975,0.9487179487179487,1.0,155,30,0.4319791570014786,39,2,5.487179487179487,35,214,476,0,1.0084033613445378,2,1,1.9747899159663866,3,70,3,4.0,5,0,6.875716447039686,4.0,4.0,4.0,3.2831341290796567,0.9999646911356986,2.0,0.9996821753252472,1.0,1.9747899159663866,1.0084033613445378,1.0,0.10256410256410256,1.0084033603361344,140,0.09446693657219973,3.58974358974359,35,3.58974358974359,4,4,35,0,2.0,24.102564102564102,116.0,22.081196167658327,20.0,30.03358044399647,52.0,94.0,8.0,240,52,30,0.4787234042553192,0.9285714285714286,0.9453781512605042,2.0,30.054720961001294,82,61,2,0,59,0,18,30,2.7333333333333334,0.7439024390243902
